procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  45584  87656   8420 172920    0    0     0     6   90  807  2  1 97  0  0
 0  0  45584  91252   8428 172920    0    0     0     6  110 1350  3  1 96  0  0
 0  0  45584  91244   8436 172920    0    0     0     6   69  512  2  0 98  0  0
 0  0  45584  91244   8444 172920    0    0     0     5   75  456  1  1 98  0  0
 0  0  45584  91252   8468 172920    0    0     0   124   56  367  1  0 99  0  0
 0  0  45584  91244   8468 172920    0    0     0     1   51  307  1  0 98  0  0
 0  0  45584  91244   8484 172920    0    0     0     7   50  306  1  0 99  0  0
 0  0  45584  91244   8492 172924    0    0     0     6   61  380  1  0 98  0  0
 0  0  45584  91120   8500 172928    0    0     0    55   79  567  2  1 98  0  0
 0  0  45584  91120   8500 172928    0    0     0     0   75  561  1  0 98  0  0
 0  0  45584  91128   8508 172928    0    0     0     5   90  641  1  1 98  0  0
 0  0  45584  91128   8516 172920    0    0     0     6   83  688  2  1 97  0  0
 0  0  45584  91128   8524 172920    0    0     0     6   93  664  2  0 98  0  0
 0  0  45584  91128   8540 172924    0    0     0    86   97  904  2  1 97  0  0
 1  0  45584  91112   8548 172932    0    0     0    14   98 1084  2  1 97  0  0
 1  0 143124  71808     92  60040    0 19508   193 19553  350 1224 56  8 27  9  0
 0  0 143124  62020    236  70012    0    0  2031     7  165  571 12  1 86  1  0
 0  0 143124  60780    252  71128    0    0   230     5  277  927 50  1 48  1  0
 0  0 143124  60160    396  71640    0    0   121     5  202 1484 14  1 85  0  0
 2  0 143124  89052   1652  66060    0    0   432     5  441 4208 41  3 56  0  0
 0  0 143124  86944   1652  68164    0    0   412     0  178  441 32  1 67  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 143124  85092   1812  70012    0    0   372   104  166  447 26  0 73  1  0
 0  0 143124  66616   1964  87256    0    0  3466    11  362  577 64  1 34  0  0
 0  0 143124  66616   1972  87316    0    0     1    26  125  304 26  1 73  0  0
 0  0 143124  66120   1980  87316    0    0     0    10  184  353 37  0 62  0  0
 1  0 143124  64508   2652  88960    0    0   462     5  150  338 20  0 79  0  0
 2  0 143124  64508   2928  89004    0    0    63    58  155  333 29  0 70  0  0
 0  0 143124  64384   2928  89008    0    0     0     0  143  337 26  0 73  0  0
 0  0 143124  64384   2936  89004    0    0     0     5  142  322 25  0 75  0  0
 1  0 143124  64260   2944  89016    0    0     0    54  175  341 35  0 64  0  0
 1  0 143124  62400   2960  90804    0    0   358    38  143  327 24  0 75  0  0
 1  0 143124  62400   2968  90804    0    0     0     5  183  357 36  0 63  0  0
 1  0 143124  60904   3476  91768    0    0   294     6  158  386 24  0 76  0  0
 1  0 143828  81612   3596  89220    0  141   490   145  229  540 41  1 58  0  0
 1  0 143084  69964   3604  99868  353    0  2471    67  289  786 25  0 70  5  0
 1  0 143068  65624   4576 102984    3    0   808     5  276 1049 40  1 58  1  0
 1  0 143068 142888   4588 104428    0    0   270     4   84  579  1  1 97  1  0
 2  0 143068 259912   4596 104824    0    0    81     5   80  703  1  1 98  0  0
 2  0 143068 253744   4872 110864    0    0  1256     0  125  707  3  1 95  2  0
 1  0 143068 284132   4900 115360    0    0   895    90  137  922  7  1 90  1  0
 2  0 143068 301708   4916 116856    0    0   299    17  202 1282  8  2 90  1  0
 2  0 143068 301708   4924 117236    0    0    76    33   95  644  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 143068 266376   5072 144160    0    0  3098    11  314 2746 16  4 78  2  0
 3  0 143068 253596   5088 144388    0    0   146    21  351 3031 32  4 63  0  0
 1  0 143068 253604   5096 143716    0    0     1   129  291 2525 14  3 83  0  0
 2  0 143068 253356   5096 143780    0    0    14     0  224 1619  8  1 91  0  0
 2  0 143064 226624   5148 157184   26    0   779   162  366 3049 30  3 66  1  0
 2  0 143064 226508   5156 157184    0    0     0    56  225 2029 10  2 88  0  0
 1  0 143064 233204   5172 149404    0    0    30    18  276 2751 13  3 84  0  0
 1  0 143052 231468   5184 150724    6    0   268    41  194 2358 10  2 88  0  0
 0  0 143052 231312   5192 150740    0    0     3    11  179 2258 10  3 87  0  0
 1  0 143052 254460   5204 150760    0    0     2    11  220 2544  8  3 89  0  0
 0  0 143052 261048   5220 150860    0    0     1   469  139  912  6  1 92  1  0
 0  0 143036 259808   5228 150296    3    0     3    10  197 2388 10  4 86  0  0
 0  0 143036 254972   5236 152216    0    0    18    50  296 2739 20  3 77  0  0
 2  0 143036 244292   5236 151772    0    0     0     6  480 4996 36  6 57  0  0
 0  0 143036 248400   5244 151776    0    0     0    19  146 1238  3  2 96  0  0
 1  0 143036 244308   5252 151772    0    0     0    12  196 2317  7  1 92  0  0
 4  0 143036 238068   5260 152440    0    0    18    22  339 2904 27  3 70  0  0
 0  0 143036 237208   5268 152424    1    0     1   247  239 2319  8  3 88  0  0
 0  0 143036 236960   5284 152424    0    0     0    51  106  714  2  1 98  0  0
 1  0 143036 235100   5292 152632    0    0     0    16  269 3081 12  4 84  0  0
 0  0 143032 216112   5584 164276    1    0  2229     6  446 4644 28  6 64  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 143032 216128   5592 164268    0    0     0    12  130  851  2  1 97  0  0
 0  0 143028 232992   5600 164272    1    0     1    20  295 3356 15  3 81  0  0
 1  0 143028 237448   5600 165744    0    0     0    19  351 3396 26  4 70  0  0
 0  0 143028 224792   5608 164404    0    0     0    85  350 2938 28  4 68  0  0
